Duration,PowerOriginal,HeartRate,Cadence
1,407.2,148.2,89
1,406.8,148.2,89
1,406.4,148.3,89
1,406.0,148.3,89
1,405.6,148.3,89
1,405.2,148.4,89
1,404.8,148.4,89
1,404.4,148.4,89
1,404.0,148.4,89
1,403.6,148.5,89
1,403.2,148.5,89
1,402.8,148.5,89
1,402.4,148.6,89
1,402.0,148.6,89
1,401.6,148.6,89
1,401.2,148.7,89
1,400.8,148.7,89
1,400.4,148.7,89
1,400.0,148.8,89
1,399.6,148.8,89
1,399.2,148.8,89
1,398.8,148.8,89
1,398.4,148.9,89
1,398.0,148.9,89
1,397.6,148.9,89
1,397.2,149.0,89
1,396.8,149.0,89
1,396.4,149.0,89
1,396.0,149.1,89
1,395.6,149.1,89
1,395.2,149.1,89
1,394.8,149.1,89
1,394.4,149.2,89
1,394.0,149.2,89
1,393.6,149.2,89
1,393.2,149.3,89
1,392.8,149.3,89
1,392.4,149.3,89
1,392.0,149.3,89
1,391.6,149.4,89
1,391.2,149.4,89
1,390.8,149.4,89
1,390.4,149.5,89
1,390.0,149.5,89
1,389.6,149.5,89
1,389.2,149.6,89
1,388.8,149.6,89
1,388.4,149.6,89
1,388.0,149.7,89
1,387.6,149.7,89
1,387.2,149.7,89
1,386.8,149.7,89
1,386.4,149.8,89
1,386.0,149.8,89
1,385.6,149.8,89
1,385.2,149.9,89
1,384.8,149.9,89
1,384.4,149.9,89
1,384.0,149.9,89
1,383.6,150.0,89
1,383.2,150.0,89
1,382.8,150.0,89
1,382.4,150.1,89
1,382.0,150.1,89
1,381.6,150.1,89
1,381.2,150.2,89
1,380.8,150.2,89
1,380.4,150.2,89
1,380.0,150.2,89
1,379.6,150.3,89
1,379.2,150.3,89
1,378.8,150.3,89
1,378.4,150.4,89
1,378.0,150.4,89
1,377.6,150.4,89
1,377.2,150.5,89
1,376.8,150.5,89
1,376.4,150.5,89
1,376.0,150.6,89
1,375.6,150.6,89
1,375.2,150.6,89
1,374.8,150.6,89
1,374.4,150.7,89
1,374.0,150.7,89
1,373.6,150.7,89
1,373.2,150.8,89
1,372.8,150.8,89
1,372.4,150.8,89
1,372.0,150.8,89
1,371.6,150.9,89
1,371.2,150.9,89
1,370.8,150.9,89
1,370.4,151.0,89
1,370.0,151.0,89
1,369.6,151.0,89
1,369.2,151.1,89
1,368.8,151.1,89
1,368.4,151.1,89
1,368.0,151.2,89
1,367.6,151.2,88
1,367.2,151.2,88
1,366.8,151.2,88
1,366.4,151.3,88
1,366.0,151.3,88
1,365.6,151.3,88
1,365.2,151.4,88
1,364.8,151.4,88
1,364.4,151.4,88
1,364.0,151.4,88
1,363.6,151.5,88
1,363.2,151.5,88
1,362.8,151.5,88
1,362.4,151.6,88
1,362.0,151.6,88
1,361.6,151.6,88
1,361.2,151.7,88
1,360.8,151.7,88
1,360.4,151.7,88
1,360.0,151.8,88
1,359.6,151.8,88
1,359.2,151.8,88
1,358.8,151.8,88
1,358.4,151.9,88
1,358.0,151.9,88
1,357.6,151.9,88
1,357.2,152.0,88
1,356.8,152.0,88
1,356.4,152.0,88
1,356.0,152.1,88
1,355.6,152.1,88
1,355.2,152.1,88
1,354.8,152.1,88
1,354.4,152.2,88
1,354.0,152.2,87
1,320.0,155.0,87
1,319.9,155.0,87
1,319.9,155.0,87
1,319.9,155.0,87
1,319.9,155.1,87
1,319.8,155.1,87
1,319.8,155.1,87
1,319.8,155.1,87
1,319.7,155.1,87
1,319.7,155.1,87
1,319.7,155.1,87
1,319.6,155.1,87
1,319.6,155.1,87
1,319.6,155.1,87
1,319.6,155.2,87
1,319.5,155.2,87
1,319.5,155.2,87
1,319.5,155.2,87
1,319.4,155.2,87
1,319.4,155.2,87
1,319.4,155.2,87
1,319.3,155.2,87
1,319.3,155.2,87
1,319.3,155.2,87
1,319.2,155.2,87
1,319.2,155.3,87
1,319.2,155.3,87
1,319.2,155.3,86
1,319.1,155.3,86
1,319.1,155.3,86
1,319.1,155.3,86
1,319.0,155.3,86
1,319.0,155.3,86
1,319.0,155.3,86
1,318.9,155.3,86
1,318.9,155.4,86
1,318.9,155.4,86
1,318.9,155.4,86
1,318.8,155.4,86
1,318.8,155.4,86
1,318.8,155.4,86
1,318.7,155.4,86
1,318.7,155.4,86
1,318.7,155.4,86
1,318.6,155.4,86
1,318.6,155.5,86
1,318.6,155.5,86
1,318.6,155.5,86
1,318.5,155.5,86
1,318.5,155.5,86
1,318.5,155.5,86
1,318.4,155.5,86
1,318.4,155.5,85
1,318.4,155.5,85
1,318.4,155.6,85
1,318.3,155.6,85
1,318.3,155.6,85
1,318.3,155.6,85
1,318.2,155.6,85
1,318.2,155.6,85
1,318.2,155.6,85
1,318.1,155.6,85
1,318.1,155.6,85
1,318.1,155.6,85
1,318.1,155.7,85
1,318.0,155.7,85
1,318.0,155.7,85
1,318.0,155.7,85
1,317.9,155.7,85
1,317.9,155.7,85
1,317.9,155.7,85
1,317.8,155.7,85
1,317.8,155.7,85
1,317.8,155.7,85
1,317.8,155.8,85
1,317.7,155.8,85
1,317.7,155.8,84
1,317.7,155.8,84
1,317.6,155.8,84
1,317.6,155.8,84
1,317.6,155.8,84
1,317.5,155.8,84
1,317.5,155.8,84
1,317.5,155.8,84
1,317.4,155.8,84
1,317.4,155.9,84
1,317.4,155.9,84
1,317.4,155.9,84
1,317.3,155.9,84
1,317.3,155.9,84
1,317.3,155.9,84
1,317.2,155.9,84
1,317.2,155.9,84
1,317.2,155.9,84
1,317.1,155.9,84
1,317.1,156.0,84
1,317.1,156.0,84
1,317.1,156.0,84
1,317.0,156.0,84
1,317.0,156.0,84
1,317.0,156.0,84
1,316.9,156.0,83
1,316.9,156.0,83
1,316.9,156.0,83
1,316.9,156.1,83
1,316.8,156.1,83
1,316.8,156.1,83
1,316.8,156.1,83
1,316.7,156.1,83
1,316.7,156.1,83
1,316.7,156.1,83
1,316.6,156.1,83
1,316.6,156.1,83
1,316.6,156.1,83
1,316.6,156.2,83
1,316.5,156.2,83
1,316.5,156.2,83
1,316.5,156.2,83
1,316.4,156.2,83
1,316.4,156.2,83
1,316.4,156.2,83
1,316.3,156.2,83
1,316.3,156.2,83
1,316.3,156.2,83
1,316.2,156.2,83
1,316.2,156.3,83
1,316.2,156.3,82
1,316.2,156.3,82
1,316.1,156.3,82
1,316.1,156.3,82
1,316.1,156.3,82
1,316.0,156.3,82
1,316.0,156.3,82
1,316.0,156.3,82
1,315.9,156.3,82
1,315.9,156.4,82
1,315.9,156.4,82
1,315.9,156.4,82
1,315.8,156.4,82
1,315.8,156.4,82
1,315.8,156.4,82
1,315.7,156.4,82
1,315.7,156.4,82
1,315.7,156.4,82
1,315.6,156.4,82
1,315.6,156.5,82
1,315.6,156.5,82
1,315.6,156.5,82
1,315.5,156.5,82
1,315.5,156.5,82
1,315.5,156.5,82
1,315.4,156.5,82
1,315.4,156.5,82
1,315.4,156.5,82
1,315.4,156.6,81
1,315.3,156.6,81
1,315.3,156.6,81
1,315.3,156.6,81
1,315.2,156.6,81
1,315.2,156.6,81
1,315.2,156.6,81
1,315.1,156.6,81
1,315.1,156.6,81
1,315.1,156.6,81
1,315.1,156.7,81
1,315.0,156.7,81
1,315.0,156.7,81
1,315.0,156.7,81
1,314.9,156.7,81
1,314.9,156.7,81
1,314.9,156.7,81
1,314.8,156.7,81
1,314.8,156.7,81
1,314.8,156.7,81
1,314.8,156.8,81
1,314.7,156.8,81
1,314.7,156.8,81
1,314.7,156.8,81
1,314.6,156.8,81
1,314.6,156.8,81
1,314.6,156.8,81
1,314.5,156.8,81
1,314.5,156.8,81
1,314.5,156.8,81
1,314.4,156.8,81
1,314.4,156.9,81
1,314.4,156.9,81
1,314.4,156.9,81
1,314.3,156.9,80
1,314.3,156.9,80
1,314.3,156.9,80
1,314.2,156.9,80
1,314.2,156.9,80
1,314.2,156.9,80
1,314.1,156.9,80
1,314.1,157.0,80
1,314.1,157.0,80
1,314.1,157.0,80
1,314.0,157.0,80
1,314.0,157.0,80
1,314.0,157.0,80
1,313.9,157.0,80
1,313.9,157.0,80
1,313.9,157.0,80
1,313.9,157.1,80
1,313.8,157.1,80
1,313.8,157.1,80
1,313.8,157.1,80
1,313.7,157.1,80
1,313.7,157.1,80
1,313.7,157.1,80
1,313.6,157.1,80
1,313.6,157.1,80
1,313.6,157.1,80
1,313.6,157.2,80
1,313.5,157.2,80
1,313.5,157.2,80
1,313.5,157.2,80
1,313.4,157.2,80
1,313.4,157.2,80
1,313.4,157.2,80
1,313.3,157.2,80
1,313.3,157.2,80
1,313.3,157.2,80
1,313.2,157.2,80
1,313.2,157.3,80
1,313.2,157.3,80
1,313.2,157.3,80
1,313.1,157.3,80
1,313.1,157.3,80
1,313.1,157.3,80
1,313.0,157.3,80
1,313.0,157.3,80
1,313.0,157.3,80
1,312.9,157.3,80
1,312.9,157.4,80
1,312.9,157.4,80
1,312.9,157.4,80
1,312.8,157.4,80
1,312.8,157.4,80
1,312.8,157.4,80
1,312.7,157.4,80
1,312.7,157.4,80
1,312.7,157.4,80
1,312.6,157.4,80
1,312.6,157.5,80
1,312.6,157.5,80
1,312.6,157.5,80
1,312.5,157.5,80
1,312.5,157.5,80
1,312.5,157.5,80
1,312.4,157.5,80
1,312.4,157.5,80
1,312.4,157.5,80
1,312.4,157.6,80
1,312.3,157.6,80
1,312.3,157.6,80
1,312.3,157.6,80
1,312.2,157.6,80
1,312.2,157.6,80
1,312.2,157.6,80
1,312.1,157.6,80
1,312.1,157.6,80
1,312.1,157.6,80
1,312.1,157.7,80
1,312.0,157.7,80
1,312.0,157.7,80
1,312.0,157.7,80
1,311.9,157.7,80
1,311.9,157.7,80
1,311.9,157.7,80
1,311.8,157.7,80
1,311.8,157.7,80
1,311.8,157.7,80
1,311.8,157.8,80
1,311.7,157.8,80
1,311.7,157.8,80
1,311.7,157.8,80
1,311.6,157.8,80
1,311.6,157.8,80
1,311.6,157.8,80
1,311.5,157.8,80
1,311.5,157.8,80
1,311.5,157.8,80
1,311.4,157.8,80
1,311.4,157.9,80
1,311.4,157.9,80
1,311.4,157.9,80
1,311.3,157.9,80
1,311.3,157.9,80
1,311.3,157.9,80
1,311.2,157.9,80
1,311.2,157.9,80
1,311.2,157.9,80
1,311.1,157.9,80
1,311.1,158.0,80
1,311.1,158.0,80
1,311.1,158.0,80
1,311.0,158.0,80
1,311.0,158.0,80
1,311.0,158.0,80
1,310.9,158.0,80
1,310.9,158.0,80
1,310.9,158.0,80
1,310.9,158.1,80
1,310.8,158.1,80
1,310.8,158.1,80
1,310.8,158.1,80
1,310.7,158.1,80
1,310.7,158.1,80
1,310.7,158.1,80
1,310.6,158.1,80
1,310.6,158.1,80
1,310.6,158.1,80
1,310.6,158.2,80
1,310.5,158.2,80
1,310.5,158.2,80
1,310.5,158.2,80
1,310.4,158.2,80
1,310.4,158.2,80
1,310.4,158.2,80
1,310.3,158.2,80
1,310.3,158.2,80
1,310.3,158.2,80
1,310.2,158.2,80
1,310.2,158.3,80
1,310.2,158.3,80
1,310.2,158.3,80
1,310.1,158.3,80
1,310.1,158.3,80
1,310.1,158.3,80
1,310.0,158.3,80
1,310.0,158.3,80
1,310.0,158.3,80
1,309.9,158.3,80
1,309.9,158.4,80
1,309.9,158.4,80
1,309.9,158.4,80
1,309.8,158.4,80
1,309.8,158.4,80
1,309.8,158.4,80
1,309.7,158.4,80
1,309.7,158.4,81
1,309.7,158.4,81
1,309.6,158.4,81
1,309.6,158.5,81
1,309.6,158.5,81
1,309.6,158.5,81
1,309.5,158.5,81
1,309.5,158.5,81
1,309.5,158.5,81
1,309.4,158.5,81
1,309.4,158.5,81
1,309.4,158.5,81
1,309.4,158.6,81
1,309.3,158.6,81
1,309.3,158.6,81
1,309.3,158.6,81
1,309.2,158.6,81
1,309.2,158.6,81
1,309.2,158.6,81
1,309.1,158.6,81
1,309.1,158.6,81
1,309.1,158.6,81
1,309.1,158.7,81
1,309.0,158.7,81
1,309.0,158.7,81
1,309.0,158.7,81
1,308.9,158.7,81
1,308.9,158.7,81
1,308.9,158.7,81
1,308.8,158.7,81
1,308.8,158.7,81
1,308.8,158.7,81
1,308.8,158.8,81
1,308.7,158.8,81
1,308.7,158.8,82
1,308.7,158.8,82
1,308.6,158.8,82
1,308.6,158.8,82
1,308.6,158.8,82
1,308.5,158.8,82
1,308.5,158.8,82
1,308.5,158.8,82
1,308.4,158.8,82
1,308.4,158.9,82
1,308.4,158.9,82
1,308.4,158.9,82
1,308.3,158.9,82
1,308.3,158.9,82
1,308.3,158.9,82
1,308.2,158.9,82
1,308.2,158.9,82
1,308.2,158.9,82
1,308.1,158.9,82
1,308.1,159.0,82
1,308.1,159.0,82
1,308.1,159.0,82
1,308.0,159.0,82
1,308.0,159.0,82
1,308.0,159.0,82
1,307.9,159.0,82
1,307.9,159.0,82
1,307.9,159.0,82
1,307.9,159.1,83
1,307.8,159.1,83
1,307.8,159.1,83
1,307.8,159.1,83
1,307.7,159.1,83
1,307.7,159.1,83
1,307.7,159.1,83
1,307.6,159.1,83
1,307.6,159.1,83
1,307.6,159.1,83
1,307.6,159.2,83
1,307.5,159.2,83
1,307.5,159.2,83
1,307.5,159.2,83
1,307.4,159.2,83
1,307.4,159.2,83
1,307.4,159.2,83
1,307.3,159.2,83
1,307.3,159.2,83
1,307.3,159.2,83
1,307.2,159.2,83
1,307.2,159.3,83
1,307.2,159.3,83
1,307.2,159.3,83
1,307.1,159.3,83
1,307.1,159.3,84
1,307.1,159.3,84
1,307.0,159.3,84
1,307.0,159.3,84
1,307.0,159.3,84
1,306.9,159.3,84
1,306.9,159.4,84
1,306.9,159.4,84
1,306.9,159.4,84
1,306.8,159.4,84
1,306.8,159.4,84
1,306.8,159.4,84
1,306.7,159.4,84
1,306.7,159.4,84
1,306.7,159.4,84
1,306.6,159.4,84
1,306.6,159.5,84
1,306.6,159.5,84
1,306.6,159.5,84
1,306.5,159.5,84
1,306.5,159.5,84
1,306.5,159.5,84
1,306.4,159.5,84
1,306.4,159.5,84
1,306.4,159.5,85
1,306.4,159.6,85
1,306.3,159.6,85
1,306.3,159.6,85
1,306.3,159.6,85
1,306.2,159.6,85
1,306.2,159.6,85
1,306.2,159.6,85
1,306.1,159.6,85
1,306.1,159.6,85
1,306.1,159.6,85
1,306.1,159.7,85
1,306.0,159.7,85
1,306.0,159.7,85
1,306.0,159.7,85
1,305.9,159.7,85
1,305.9,159.7,85
1,305.9,159.7,85
1,305.8,159.7,85
1,305.8,159.7,85
1,305.8,159.7,85
1,305.8,159.8,85
1,305.7,159.8,85
1,305.7,159.8,85
1,305.7,159.8,85
1,305.6,159.8,86
1,305.6,159.8,86
1,305.6,159.8,86
1,305.5,159.8,86
1,305.5,159.8,86
1,305.5,159.8,86
1,305.4,159.8,86
1,305.4,159.9,86
1,305.4,159.9,86
1,305.4,159.9,86
1,305.3,159.9,86
1,305.3,159.9,86
1,305.3,159.9,86
1,305.2,159.9,86
1,305.2,159.9,86
1,305.2,159.9,86
1,305.1,159.9,86
1,305.1,160.0,86
1,305.1,160.0,86
1,305.1,160.0,86
1,305.0,160.0,86
1,305.0,160.0,86
1,305.0,160.0,86
1,304.9,160.0,86
1,304.9,160.0,86
1,304.9,160.0,87
1,304.9,160.1,87
1,304.8,160.1,87
1,304.8,160.1,87
1,304.8,160.1,87
1,304.7,160.1,87
1,304.7,160.1,87
1,304.7,160.1,87
1,304.6,160.1,87
1,304.6,160.1,87
1,304.6,160.1,87
1,304.6,160.2,87
1,304.5,160.2,87
1,304.5,160.2,87
1,304.5,160.2,87
1,304.4,160.2,87
1,304.4,160.2,87
1,304.4,160.2,87
1,304.3,160.2,87
1,304.3,160.2,87
1,304.3,160.2,87
1,304.2,160.2,87
1,304.2,160.3,87
1,304.2,160.3,87
1,304.2,160.3,87
1,304.1,160.3,87
1,304.1,160.3,87
1,304.1,160.3,87
1,304.0,160.3,88
1,304.0,160.3,88
1,304.0,160.3,88
1,303.9,160.3,88
1,303.9,160.4,88
1,303.9,160.4,88
1,303.9,160.4,88
1,303.8,160.4,88
1,303.8,160.4,88
1,303.8,160.4,88
1,303.7,160.4,88
1,303.7,160.4,88
1,303.7,160.4,88
1,303.6,160.4,88
1,303.6,160.5,88
1,303.6,160.5,88
1,303.6,160.5,88
1,303.5,160.5,88
1,303.5,160.5,88
1,303.5,160.5,88
1,303.4,160.5,88
1,303.4,160.5,88
1,303.4,160.5,88
1,303.4,160.6,88
1,303.3,160.6,88
1,303.3,160.6,88
1,303.3,160.6,88
1,303.2,160.6,88
1,303.2,160.6,88
1,303.2,160.6,88
1,303.1,160.6,88
1,303.1,160.6,88
1,303.1,160.6,88
1,303.1,160.7,88
1,303.0,160.7,89
1,303.0,160.7,89
1,303.0,160.7,89
1,302.9,160.7,89
1,302.9,160.7,89
1,302.9,160.7,89
1,302.8,160.7,89
1,302.8,160.7,89
1,302.8,160.7,89
1,302.8,160.8,89
1,302.7,160.8,89
1,302.7,160.8,89
1,302.7,160.8,89
1,302.6,160.8,89
1,302.6,160.8,89
1,302.6,160.8,89
1,302.5,160.8,89
1,302.5,160.8,89
1,302.5,160.8,89
1,302.4,160.8,89
1,302.4,160.9,89
1,302.4,160.9,89
1,302.4,160.9,89
1,302.3,160.9,89
1,302.3,160.9,89
1,302.3,160.9,89
1,302.2,160.9,89
1,302.2,160.9,89
1,302.2,160.9,89
1,302.1,160.9,89
1,302.1,161.0,89
1,302.1,161.0,89
1,302.1,161.0,89
1,302.0,161.0,89
1,302.0,161.0,89
1,302.0,161.0,89
1,301.9,161.0,89
1,301.9,161.0,89
1,301.9,161.0,89
1,301.9,161.1,89
1,301.8,161.1,89
1,301.8,161.1,89
1,301.8,161.1,89
1,301.7,161.1,89
1,301.7,161.1,89
1,301.7,161.1,89
1,301.6,161.1,89
1,301.6,161.1,89
1,301.6,161.1,89
1,301.6,161.2,89
1,301.5,161.2,89
1,301.5,161.2,89
1,301.5,161.2,89
1,301.4,161.2,89
1,301.4,161.2,89
1,301.4,161.2,89
1,301.3,161.2,89
1,301.3,161.2,89
1,301.3,161.2,89
1,301.2,161.2,89
1,301.2,161.3,89
1,301.2,161.3,89
1,301.2,161.3,89
1,301.1,161.3,89
1,301.1,161.3,89
1,301.1,161.3,89
1,301.0,161.3,89
1,301.0,161.3,89
1,301.0,161.3,89
1,300.9,161.3,89
1,300.9,161.4,89
1,300.9,161.4,89
1,300.9,161.4,89
1,300.8,161.4,89
1,300.8,161.4,89
1,300.8,161.4,89
1,300.7,161.4,89
1,300.7,161.4,89
1,300.7,161.4,89
1,300.6,161.4,89
1,300.6,161.5,89
1,300.6,161.5,89
1,300.6,161.5,89
1,300.5,161.5,89
1,300.5,161.5,89
1,300.5,161.5,89
1,300.4,161.5,89
1,300.4,161.5,89
1,300.4,161.5,89
1,300.4,161.6,89
1,300.3,161.6,89
1,300.3,161.6,89
1,300.3,161.6,89
1,300.2,161.6,89
1,300.2,161.6,89
1,300.2,161.6,89
1,300.1,161.6,89
1,300.1,161.6,89
1,300.1,161.6,89
1,300.1,161.7,89
1,300.0,161.7,89
1,300.0,161.7,89
1,300.0,161.7,89
1,299.9,161.7,89
1,299.9,161.7,89
1,299.9,161.7,89
1,299.8,161.7,89
1,299.8,161.7,89
1,299.8,161.7,89
1,299.8,161.8,89
1,299.7,161.8,89
1,299.7,161.8,89
1,299.7,161.8,89
1,299.6,161.8,89
1,299.6,161.8,89
1,299.6,161.8,89
1,299.5,161.8,89
1,299.5,161.8,89
1,299.5,161.8,89
1,299.4,161.8,89
1,299.4,161.9,89
1,299.4,161.9,89
1,299.4,161.9,89
1,299.3,161.9,89
1,299.3,161.9,89
1,299.3,161.9,89
1,299.2,161.9,89
1,299.2,161.9,89
1,299.2,161.9,89
1,299.1,161.9,89
1,299.1,162.0,89
1,299.1,162.0,89
1,299.1,162.0,89
1,299.0,162.0,89
1,299.0,162.0,89
1,299.0,162.0,89
1,298.9,162.0,89
1,298.9,162.0,89
1,298.9,162.0,89
1,298.9,162.1,89
1,298.8,162.1,89
1,298.8,162.1,89
1,298.8,162.1,89
1,298.7,162.1,89
1,298.7,162.1,89
1,298.7,162.1,89
1,298.6,162.1,89
1,298.6,162.1,89
1,298.6,162.1,89
1,298.6,162.2,89
1,298.5,162.2,89
1,298.5,162.2,89
1,298.5,162.2,89
1,298.4,162.2,89
1,298.4,162.2,88
1,298.4,162.2,88
1,298.3,162.2,88
1,298.3,162.2,88
1,298.3,162.2,88
1,298.2,162.2,88
1,298.2,162.3,88
1,298.2,162.3,88
1,298.2,162.3,88
1,298.1,162.3,88
1,298.1,162.3,88
1,298.1,162.3,88
1,298.0,162.3,88
1,298.0,162.3,88
1,298.0,162.3,88
1,297.9,162.3,88
1,297.9,162.4,88
1,297.9,162.4,88
1,297.9,162.4,88
1,297.8,162.4,88
1,297.8,162.4,88
1,297.8,162.4,88
1,297.7,162.4,88
1,297.7,162.4,88
1,297.7,162.4,88
1,297.6,162.4,88
1,297.6,162.5,88
1,297.6,162.5,88
1,297.6,162.5,88
1,297.5,162.5,88
1,297.5,162.5,88
1,297.5,162.5,88
1,297.4,162.5,88
1,297.4,162.5,88
1,297.4,162.5,87
1,297.4,162.6,87
1,297.3,162.6,87
1,297.3,162.6,87
1,297.3,162.6,87
1,297.2,162.6,87
1,297.2,162.6,87
1,297.2,162.6,87
1,297.1,162.6,87
1,297.1,162.6,87
1,297.1,162.6,87
1,297.1,162.7,87
1,297.0,162.7,87
1,297.0,162.7,87
1,297.0,162.7,87
1,296.9,162.7,87
1,296.9,162.7,87
1,296.9,162.7,87
1,296.8,162.7,87
1,296.8,162.7,87
1,296.8,162.7,87
1,296.8,162.8,87
1,296.7,162.8,87
1,296.7,162.8,87
1,296.7,162.8,87
1,296.6,162.8,87
1,296.6,162.8,87
1,296.6,162.8,87
1,296.5,162.8,86
1,296.5,162.8,86
1,296.5,162.8,86
1,296.4,162.8,86
1,296.4,162.9,86
1,296.4,162.9,86
1,296.4,162.9,86
1,296.3,162.9,86
1,296.3,162.9,86
1,296.3,162.9,86
1,296.2,162.9,86
1,296.2,162.9,86
1,296.2,162.9,86
1,296.1,162.9,86
1,296.1,163.0,86
1,296.1,163.0,86
1,296.1,163.0,86
1,296.0,163.0,86
1,296.0,163.0,86
1,296.0,163.0,86
1,295.9,163.0,86
1,295.9,163.0,86
1,295.9,163.0,86
1,295.9,163.1,86
1,295.8,163.1,86
1,295.8,163.1,85
1,295.8,163.1,85
1,295.7,163.1,85
1,295.7,163.1,85
1,295.7,163.1,85
1,295.6,163.1,85
1,295.6,163.1,85
1,295.6,163.1,85
1,295.6,163.2,85
1,295.5,163.2,85
1,295.5,163.2,85
1,295.5,163.2,85
1,295.4,163.2,85
1,295.4,163.2,85
1,295.4,163.2,85
1,295.3,163.2,85
1,295.3,163.2,85
1,295.3,163.2,85
1,295.2,163.2,85
1,295.2,163.3,85
1,295.2,163.3,85
1,295.2,163.3,85
1,295.1,163.3,85
1,295.1,163.3,85
1,295.1,163.3,84
1,295.0,163.3,84
1,295.0,163.3,84
1,295.0,163.3,84
1,294.9,163.3,84
1,294.9,163.4,84
1,294.9,163.4,84
1,294.9,163.4,84
1,294.8,163.4,84
1,294.8,163.4,84
1,294.8,163.4,84
1,294.7,163.4,84
1,294.7,163.4,84
1,294.7,163.4,84
1,294.6,163.4,84
1,294.6,163.5,84
1,294.6,163.5,84
1,294.6,163.5,84
1,294.5,163.5,84
1,294.5,163.5,84
1,294.5,163.5,84
1,294.4,163.5,84
1,294.4,163.5,84
1,294.4,163.5,84
1,294.4,163.6,84
1,294.3,163.6,83
1,294.3,163.6,83
1,294.3,163.6,83
1,294.2,163.6,83
1,294.2,163.6,83
1,294.2,163.6,83
1,294.1,163.6,83
